title,platform,genre,metascore,userscore,rating,developer
Narco Terror,PC,Action,No score yet,4.6,M,Koch Media
NarcoGuerra,PC,Strategy,No score yet,tbd,,GameTheNews
Naruto Online,PC,Role-Playing,No score yet,tbd,,Oasis Games
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PC,Action,80,7.9,T,CyberConnect2
Naruto Shippuden: Ultimate Ninja Storm 4,PC,Action,No score yet,7.4,T,CyberConnect2
Naruto Shippuden: Ultimate Ninja Storm Revolution,PC,Action,61,6.4,T,CyberConnect2
Nary,PC,Action,No score yet,tbd,,Khud0
NASCAR '14,PC,Driving,No score yet,5.1,E,Eutechnyx
NASCAR '15,PC,Racing,No score yet,tbd,E,DMi Games
NASCAR 2000,PC,Driving,No score yet,tbd,E,Stormfront Studios
NASCAR Craftsman Truck Racing,PC,Driving,No score yet,tbd,E,Sierra Entertainment
NASCAR Heat,PC,Driving,81,8.6,E,Monster Games Inc.
NASCAR Heat Evolution,PC,Racing,No score yet,4.6,E,Dusenberry Martin Racing
NASCAR Legends,PC,Driving,No score yet,tbd,E,Papyrus
NASCAR Racers,PC,Driving,No score yet,tbd,E,Hasbro Interactive
NASCAR Racing 2,PC,Driving,No score yet,tbd,,Papyrus
NASCAR Racing 2002 Season,PC,Driving,89,5.8,E,Papyrus
O.D.T.: Escape... Or Die Trying,PC,Action,No score yet,tbd,T,Psygnosis
O.R.B.,PC,Strategy,68,tbd,T,Strategy First
O3DX - Offroad 3DX,PC,Driving,No score yet,tbd,,Egamea Pty LTD
Oasis,PC,Strategy,No score yet,tbd,E,Mind Control Software
Oath of Genesis,PC,Action Adventure,No score yet,tbd,,NoteMode Studios
Obduction,PC,Adventure,77,8.0,,Cyan Worlds
OBEY,PC,Strategy,No score yet,7.9,,Dan Dez
Obitus: The Final Departure,PC,Action,No score yet,tbd,,PigDug_Studios
Obliteracers,PC,Racing,78,7.4,E,Space Dust Studios
Obliterate Everything 2 Gold,PC,Strategy,No score yet,tbd,,anxobc
Obliteration Order,PC,Strategy,No score yet,tbd,,LightBit
Oblitus,PC,Action,69,7.0,,Connor Ullmann
Oblivious Garden: Carmina Burana,PC,Adventure,No score yet,tbd,,E&Z Studio
Obludia,PC,Action,No score yet,tbd,,FobTi interactive
Obscure,PC,Action Adventure,63,8.0,M,Hydravision
Obscure: The Aftermath,PC,Action Adventure,59,7.3,M,Hydravision
Obscuritas,PC,Adventure,63,3.3,,Visual Imagination Software
Observatory: A VR Variety Pack,PC,Miscellaneous,No score yet,tbd,,2DArray
Obsidian,PC,Adventure,85,8.3,K-A,Rocket Science Games
Obulis,PC,Miscellaneous,No score yet,7.1,,IonFX
OCCHIO,PC,Action,No score yet,tbd,,Acerio Games
Occurrence at JCR Outpost,PC,Adventure,No score yet,tbd,,Brandon Brizzi
Ocean City Racing,PC,Driving,No score yet,6.4,,Ocean City Racing Dev Team
Ocean Express,PC,Miscellaneous,No score yet,tbd,E,GameHouse
Oceanhorn: Monster of Uncharted Seas,PC,Action Adventure,74,6.9,,Cornfox & Bros.
Octamari Rescue,PC,Puzzle,No score yet,tbd,,Sumo Digital
Octave,PC,Adventure,No score yet,tbd,,Anate Studio
Octodad: Dadliest Catch,PC,Adventure Games,69,7.6,E10+,Young Horses
Octopede,PC,Action,No score yet,tbd,,Orbital Games
Octoshield VR,PC,Action Adventure,No score yet,tbd,,Anthony Pigeot
Odallus: The Dark Call,PC,Action Adventure,80,9.0,,JoyMasher
Oddity,PC,Action,No score yet,tbd,,OscarBraindeaD
Oddly Enough: Pied Piper,PC,Miscellaneous,No score yet,tbd,E10+,Alawar Entertainment
OddPlanet,PC,Adventure,No score yet,tbd,,Indievision
Oddworld: Abe's Exoddus,PC,Action,No score yet,8.6,T,Digital Dialect
Oddworld: Abe's Oddysee,PC,Action,No score yet,8.6,T,Digital Dialect
Oddworld: Abe's Oddysee - New 'n' Tasty,PC,Action,87,7.8,T,Just Add Water
Oddworld: Abe's Oddysee - New 'n' Tasty: Alf's Escape,PC,Action,No score yet,tbd,T,Just Add Water
Oddworld: Munch's Oddysee,PC,Action,No score yet,6.9,T,Oddworld Inhabitants
Odd||Even,PC,Puzzle,No score yet,tbd,,irritatingFLY studio
Odium,PC,Strategy,No score yet,8.6,M,Metropolis Software
Odysseus: Long Way Home,PC,Adventure,No score yet,tbd,,Rainbow Games
Odyssey Reborn,PC,Role-Playing,No score yet,tbd,,Jaron Leavitt
Odyssey: The Search for Ulysses,PC,Adventure,58,tbd,E,In Utero
OESE,PC,Simulation,No score yet,tbd,,Alec Smith
Of Carrots And Blood,PC,Action,No score yet,tbd,,TriteGames
Of Light and Darkness: The Prophecy,PC,Adventure,58,tbd,,Tribal Dreams
Of Love And Sorrow,PC,Adventure,No score yet,tbd,,Niels Bauer Games
Of Orcs and Men,PC,Role-Playing,69,6.8,RP,Cyanide
Off The Record: The Art of Deception Collector's Edition,PC,Adventure,No score yet,tbd,,Eipix Entertainment
Off the Record: The Italian Affair,PC,Puzzle,No score yet,tbd,,Eipix Entertainment
Off the Record: The Linden Shades,PC,Puzzle,No score yet,tbd,,Eipix
Off-Peak,PC,Adventure,No score yet,tbd,,Cosmo D Studios
Off-Road Drive,PC,Driving,60,6.4,,Avalon Style
Off-Road Redneck Racing,PC,Driving,65,tbd,E,Rage Software
Offensive,PC,Strategy,No score yet,tbd,E,Icon Software
Office Battle,PC,Action,No score yet,tbd,,Black Lime Studio
Office Freakout,PC,Action,No score yet,tbd,,Hollow Robot LLC
Office Horror Story: Arrival of the Chainsaw Kill,PC,Action Adventure,No score yet,tbd,,Poison Games
Office lovers,PC,Adventure,No score yet,tbd,,Dogenzaka Lab
Officers,PC,Strategy,64,7.2,E10+,3A Games
Official Formula 1 Racing,PC,Driving,No score yet,tbd,E,Lankhor
Offroad: VR,PC,Simulation,No score yet,tbd,,bcInteractive
Offspring Fling,PC,Miscellaneous,79,6.9,,Kyle Pulver
Offworld Trading Company,PC,Strategy,79,7.5,,Mohawk Games
Ogre Stomp,PC,Adventure,No score yet,tbd,,azmundai
OGS Mahjong,PC,Miscellaneous,No score yet,tbd,,Opensource Game Studio
Oh My Gore!,PC,Strategy,No score yet,tbd,,Bumblebee.
Oh No! Bugs!,PC,Puzzle,No score yet,tbd,,Doomster Entertainment
Oh Wow an RPG Game,PC,Role-Playing,No score yet,tbd,,Maniak Gaming
OH! RPG!,PC,Role-Playing,No score yet,tbd,,RosePortal Games
QuesTrix,PC,Miscellaneous,No score yet,tbd,,Cubic Games
QuestRun,PC,Role-Playing,No score yet,6.5,,Cuve
Quick Draw,PC,Action,No score yet,tbd,,Playing With Matches
Quick Slick Deadly,PC,Action,No score yet,tbd,,Adventurous Productions
Quickhit NFL Football,PC,Sports,No score yet,tbd,,Quick Hit
Quintessence: The Blighted Venom,PC,Role-Playing,No score yet,8.1,,Freebird Games
Quintet,PC,Simulation,No score yet,tbd,,AwesomeApps.com
Quip Anomaly,PC,Action,No score yet,tbd,,mentics
Quiplash,PC,Miscellaneous,No score yet,8.4,,Jackbox Games
Quiver (2015),PC,Action,No score yet,tbd,,Jazzerjjb
Quizland,PC,Miscellaneous,No score yet,tbd,,Winter Wolves Game Studio
Qvadriga,PC,Strategy,72,4.7,,Turnopia
R.B.I. Baseball 15,PC,Sports,No score yet,2.3,E,MLB.com
R.B.I. Baseball 16,PC,Sports,No score yet,tbd,,MLB AM
R.C. Bot Inc.,PC,Action Adventure,No score yet,tbd,,Blue Budgie Studios
R.I.P.D. The Game,PC,Action,26,1.6,T,Old School Games
R.O.O.T.S,PC,Strategy,No score yet,tbd,,reMaginarium
R.U.S.E.,PC,Strategy,76,8.1,T,Eugen Systems
R.U.S.E. - The Chimera Pack,PC,Strategy,No score yet,tbd,T,Eugen Systems
R/C Helicopter,PC,Simulation,No score yet,tbd,E,Summitsoft Entertainment
Rabbit Hole 3D,PC,Action,No score yet,tbd,,JKAPP
Rabbit Island,PC,Strategy,No score yet,tbd,,Serhii Vitukhin
Rabi-Ribi,PC,Action,No score yet,7.9,,CreSpirit
Rabiez: Epidemic,PC,Strategy,No score yet,tbd,,Sekerin Productions
Raby,PC,Action,No score yet,tbd,,Respect Studios
Race & Destroy,PC,Racing,No score yet,tbd,,dev4play
RACE 07: Official WTCC Game,PC,Driving,83,9.0,E,SimBin
RACE 07: Official WTCC Game - Andy Priaulx Crowne Plaza Raceway,PC,Racing,No score yet,tbd,,SimBin
RACE 07: Official WTCC Game - Formula RaceRoom,PC,Racing,No score yet,tbd,,SimBin
RACE 07: Official WTCC Game - GT Power Pack,PC,Racing,No score yet,tbd,,SimBin
RACE 07: Official WTCC Game - RETRO,PC,Driving,No score yet,tbd,,SimBin
Race For Your Life,PC,Racing,No score yet,tbd,,Otto Lopes
Race Injection,PC,Driving,72,8.6,,SimBin
RACE On,PC,Driving,73,8.2,E,SimBin
Race Online,PC,Racing,No score yet,tbd,,Iceflake Studios
Race the Sun,PC,Action,79,7.4,,Flippfly
Race To Mars,PC,Strategy,No score yet,tbd,,INTERMARUM
Race.a.bit,PC,Racing,No score yet,tbd,,Aesir Interactive
RACE: The WTCC Game,PC,Driving,81,7.5,E,SimBin
RACE: The WTCC Game - Caterham Expansion,PC,Driving,No score yet,tbd,,SimBin
Racecar.io,PC,Racing,No score yet,tbd,,Kastriot Sulejmani
Racecraft,PC,Racing,No score yet,tbd,,Vae Victis
Racer 8,PC,Miscellaneous,No score yet,7.5,,30-06 Studios Ltd
RaceRoom Online,PC,Driving,No score yet,tbd,,SimBin
Racing Manager 2014,PC,Driving,No score yet,4.6,,Comport Interactive
Rack N Ruin,PC,Action,No score yet,tbd,,LifeSpark Entertainment
Radial Impact,PC,Puzzle,No score yet,tbd,,Devin Sherry
Radial-G : Racing Revolved,PC,Driving,No score yet,tbd,,Tammeka Games
Radiant Defense,PC,Action,No score yet,tbd,,Hexage
Radiator 2,PC,Adventure,No score yet,tbd,,Robert Yang
RADICAL HEROES: CRIMSON CITY CRISIS,PC,Action,No score yet,tbd,,MAD UNICORN GAMES
RADical ROACH,PC,Action,No score yet,7.1,,Decaying Logic
Radical Spectrum: Volume 1,PC,Action,No score yet,tbd,,Autonomic Interactive
Radio Control Racers Deluxe: Traxxas Edition,PC,Driving,No score yet,tbd,E,Sierra Entertainment
Radium,PC,Action,No score yet,tbd,,Lukas Jaeckel
Rag Doll Kung Fu,PC,Action,69,4.9,T,Mark Healey
Ragdoll Runners,PC,Sports,No score yet,tbd,,Samuel Manier
Rage,PC,Action,79,5.2,M,id Software
Rage of Mages,PC,Role-Playing,No score yet,8.7,E,Nival Interactive
Rage of Mages II: Necromancer,PC,Role-Playing,No score yet,8.4,E,Nival Interactive
Rage of the Battlemage,PC,Action Adventure,No score yet,tbd,,dev4play
Rage Parking Simulator 2016,PC,Action,No score yet,tbd,,Crimson Duck Studios
Rage Runner,PC,Action,No score yet,tbd,,Hypercane Studios
RAGE: The Scorchers,PC,Action,No score yet,6.8,,id Software
Raging Tiger: The Second Korean War,PC,Strategy,54,tbd,,ProSim
Raging Titan,PC,Strategy,No score yet,tbd,,Mad Vulture Games
Ragnarok Clicker,PC,Role-Playing,No score yet,tbd,,Playsaurus
Ragnarok Online,PC,Role-Playing,79,8.3,T,Gravity Corporation
Ragnarok Online 2: Legend of the Second,PC,Role-Playing,No score yet,3.4,,Gravity Corporation
Ragnarok Online Renewal,PC,Role-Playing,No score yet,tbd,T,Gravity Corporation
Raiden III,PC,Action,No score yet,tbd,,Moss
Raiden IV: Overkill,PC,Action,No score yet,tbd,E10+,Moss
Raiden Legacy,PC,Action,No score yet,tbd,,DotEmu
RaidersSphere4th,PC,Simulation,No score yet,tbd,,Rectangle
RaiderZ,PC,Role-Playing,64,6.6,,Maiet Entertainment
RaiderZ: Broken Silence,PC,Role-Playing,No score yet,tbd,,Maiet Entertainment
Rail Adventures,PC,Action,No score yet,tbd,,exoSyphen Studios
Rail Cargo Simulator,PC,Simulation,No score yet,tbd,,Excalibur Publishing Limited
Rail Nation USA,PC,Simulation,No score yet,tbd,,Travian Games GmbH
Rail of War,PC,Action,No score yet,tbd,E,Youda Games
Rail Simulator,PC,Simulation,72,6.9,E,Kuju Entertainment
Railroad Lines,PC,Simulation,No score yet,tbd,,In Images
Railroad Pioneer,PC,Strategy,50,7.3,E,Kritzelkratz
Railroad Tycoon 3,PC,Strategy,80,7.7,E,PopTop Software
Railroad Tycoon II,PC,Strategy,89,8.5,E,PopTop Software
Railroad Tycoon II Gold Edition,PC,Strategy,No score yet,tbd,,PopTop Software
Railroad Tycoon II: The Second Century,PC,Strategy,No score yet,tbd,,PopTop Software
Railroad X,PC,Simulation,No score yet,tbd,,TREND
Rails Across America,PC,Strategy,81,8.0,E,Flying Lab Software
RailWorks,PC,Simulation,No score yet,6.9,E,RailSimulator.com
RailWorks 2: Train Simulator,PC,Simulation,No score yet,7.2,E,RailSimulator.com
Railworks 3: Train Simulator 2012,PC,Simulation,67,6.4,E,RailSimulator.com
RailWorks Challenger,PC,Simulation,No score yet,tbd,,RailSimulator.com
Railyard: Match-3 Evolved,PC,Miscellaneous,No score yet,tbd,,Kyr Dunenkoff
Rain Blood Chronicles: Mirage,PC,Action,68,7.1,,S-Game
Rainblood: Town of Death,PC,Role-Playing,No score yet,3.0,,Soulframe
Rainbow Bombs,PC,Action,No score yet,tbd,,Intrepid_War
Rainbow Hero,PC,Puzzle,No score yet,tbd,,Pixel Elephant
Rainbow Mystery,PC,Miscellaneous,No score yet,tbd,E,
Rainbow Web,PC,Puzzle,No score yet,tbd,E,Sugar Games
Raining Blobs,PC,Puzzle,No score yet,tbd,,Endi Milojkoski
Raise Your Own Clone,PC,Adventure,No score yet,tbd,,CoaguCo Industries
Rake,PC,Action Adventure,No score yet,tbd,,Konsordo
RalliSport Challenge,PC,Driving,77,6.4,E,Digital Illusions
Rally Challenge (1997),PC,Racing,No score yet,tbd,,Silver Lightning
Rally Championship,PC,Driving,No score yet,tbd,E,REEVEsoft
Rally Copters,PC,Action,No score yet,tbd,,Depth First Games
Rally Point 2,PC,Driving,No score yet,tbd,,Xform
Rally Trophy,PC,Driving,82,8.6,E,Bugbear
RAM BOE,PC,Puzzle,No score yet,tbd,,pointfiveteam
Rama,PC,Adventure,No score yet,tbd,K-A,Sierra Entertainment
Ramayana,PC,Strategy,No score yet,tbd,,Rakesh Malik
S.C.A.R.S.,PC,Driving,No score yet,tbd,E,Vivid Image
S.K.I.L.L.: Special Force 2,PC,Action,No score yet,tbd,,Dragonfly GF Co.
S.O.R.S,PC,Action,No score yet,tbd,,Science: Gamed
S.T.A.L.K.E.R.: Call of Pripyat,PC,Action,80,8.7,M,GSC Game World
S.T.A.L.K.E.R.: Clear Sky,PC,Action,75,7.7,M,GSC Game World
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Action,82,8.4,M,GSC Game World
S.W.A.P (Subterfuge Weapons Assessment Program),PC,Action,No score yet,tbd,,chaostheorygames
S.W.I.N.E.,PC,Strategy,65,8.7,T,Stormregion
S4 League,PC,Action,No score yet,6.2,,Pentavision Entertainment
S4 League Dark Lighting,PC,Action,No score yet,tbd,,Burda:ic
S4 League: Season 2 - Iron Eyes,PC,Action,No score yet,tbd,,Neowiz Entertainment
SaberSaw VR,PC,Action,No score yet,tbd,,Destined
Sabre Ace: Conflict Over Korea,PC,Simulation,No score yet,tbd,E,Eagle Interactive
Sabres of Infinity,PC,Role-Playing,No score yet,tbd,,Hosted Games
Sabrina the Teenage Witch: Brat Attack,PC,Action Adventure,No score yet,tbd,,Hypnotix
Sabrina the Teenage Witch: Spellbound,PC,Adventure,No score yet,tbd,,Rare Medium
Sacra Terra: Angelic Night,PC,Miscellaneous,No score yet,tbd,T,Viva Media
Sacraboar,PC,Strategy,No score yet,tbd,,Makivision Games
Sacrament of the Zodiac: The Confused Sheep and The Tamed Wolf,PC,Action,No score yet,tbd,,
Sacred,PC,Role-Playing,74,7.8,T,Ascaron Entertainment GmbH
Sacred 2 - Fallen Angel: Ice and Blood,PC,Role-Playing,No score yet,6.8,,Deep Silver
Sacred 2: Fallen Angel,PC,Role-Playing,71,6.9,M,Ascaron Entertainment GmbH
Sacred 2: Gold Edition,PC,Miscellaneous,No score yet,7.7,,Ascaron Entertainment GmbH
Sacred 3,PC,Role-Playing,57,1.4,M,Deep Silver
Sacred 3: Malakhim Hero,PC,Role-Playing,No score yet,tbd,,Deep Silver
Sacred 3: Orc of Thrones,PC,Role-Playing,No score yet,tbd,,Deep Silver
Sacred 3: Underworld Story,PC,Role-Playing,No score yet,tbd,,Deep Silver
Sacred Citadel,PC,Action,61,5.5,T,Southend Interactive
Sacred Citadel: Jungle Hunt,PC,Action,No score yet,tbd,,Southend Interactive
Sacred Gold,PC,Role-Playing,No score yet,8.2,T,Ascaron Entertainment GmbH
Sacred Line,PC,Adventure,No score yet,tbd,,Sasha Darko
Sacred Line Genesis Remix,PC,Adventure,No score yet,tbd,,Sasha Darko
Sacred Soul,PC,Role-Playing,No score yet,tbd,,Oliveair Games
Sacred Underworld,PC,Role-Playing,73,7.7,T,Ascaron Entertainment GmbH
Sacrifice,PC,Strategy,89,8.8,M,Shiny Entertainment
Saddle Up: Time to Ride,PC,Sports,No score yet,tbd,E,
Safe Cracker,PC,Puzzle,No score yet,tbd,,Supergonk Ltd.
Safecracker: The Ultimate Puzzle Adventure,PC,Miscellaneous,69,7.0,E,Kheops Studio
Safety Driving Simulator: Car,PC,Simulation,No score yet,tbd,,UIG Entertainment
Safety Driving Simulator: Motorbike,PC,Simulation,No score yet,tbd,,UIG Entertainment
Safety First,PC,Puzzle,No score yet,tbd,,JCO
Saga,PC,Role-Playing,61,8.0,,Wahoo Studios
Sage Fusion,PC,Role-Playing,No score yet,tbd,,Kidalang
Sage Fusion 2,PC,Role-Playing,No score yet,tbd,,Kidalang
Saikyou no Igo: Deep Learning,PC,Miscellaneous,No score yet,tbd,,Unbalance
Sail Simulator 5 Deluxe Edition,PC,Simulation,No score yet,tbd,RP,Stentec Software
Saint Seiya: Soldiers' Soul,PC,Action,No score yet,6.3,T,Dimps Corporation
Saints and Sinners Bowling,PC,Sports,No score yet,tbd,E,Large Animal
Saints Row 2,PC,Action Adventure,72,6.8,M,Volition Inc.
Saints Row IV,PC,Action Adventure,86,7.4,M,Volition Inc.
Saints Row IV: Enter the Dominatrix,PC,Action Adventure,No score yet,7.3,,Volition Inc.
Saints Row IV: Game of the Century Edition,PC,Action Adventure,No score yet,6.8,M,Volition Inc.
Saints Row IV: Hey Ash Whatcha Playin'? Pack,PC,Action Adventure,No score yet,tbd,M
Saints Row IV: How the Saints Save Christmas,PC,Action Adventure,No score yet,6.2,M,Volition Inc.
Saints Row: Gat Out of Hell,PC,Action Adventure,66,6.2,M,Volition Inc.
Saints Row: The Third,PC,Action Adventure,84,8.1,M,Volition Inc.
Saints Row: The Third - Gangstas in Space,PC,Action Adventure,No score yet,5.8,M,Volition Inc.
Saints Row: The Third - Genki Bowl VII,PC,Action,No score yet,4.8,M,Volition Inc.
Saints Row: The Third - Penthouse Pack,PC,Action Adventure,No score yet,7.0,M,Volition Inc.
Saints Row: The Third - The Trouble with Clones,PC,Action Adventure,No score yet,5.6,M,Volition Inc.
Saira,PC,Action,No score yet,6.9,,nifflas
SAKIS - Underworld,PC,Action,No score yet,tbd,,CHV'OK Studio
Sakkyuba * Soon!,PC,Adventure,No score yet,tbd,,
Sakura Angels,PC,Adventure,No score yet,6.1,,Winged Cloud
Sakura Beach,PC,Adventure,No score yet,3.6,,Winged Cloud
Sakura Beach 2,PC,Adventure,No score yet,5.5,,Winged Cloud
Sakura Clicker,PC,Action,No score yet,5.2,,Winged Cloud
Sakura Dungeon,PC,Role-Playing,No score yet,8.0,,Winged Cloud
Sakura Fantasy,PC,Adventure,No score yet,2.6,,Winged Cloud
Sakura Nova,PC,Adventure,No score yet,tbd,,Winged Cloud
Sakura Santa,PC,Adventure,No score yet,tbd,,Winged Cloud
Sakura Shrine Girls,PC,Adventure,No score yet,tbd,,Winged Cloud
Sakura Space,PC,Adventure,No score yet,tbd,,Winged Cloud
Sakura Spirit,PC,Miscellaneous,No score yet,5.6,,Winged Cloud
Sakura Swim Club,PC,Adventure,No score yet,6.0,,Winged Cloud
Salammbo: Battle of Carthage,PC,Adventure,77,7.6,T,Cryo Interactive
Salem: The Crafting MMO,PC,Role-Playing,No score yet,tbd,RP,Paradox Interactive
Sally's Law,PC,Puzzle,No score yet,tbd,,Nanali Studios
Sally's Quick Clips,PC,Puzzle,No score yet,tbd,,Games Cafe Inc.
Sally's Salon,PC,Simulation,No score yet,tbd,E,GamesCafe
Salmon Ninja,PC,Action,No score yet,tbd,,Krax Games
Salt,PC,Adventure,No score yet,tbd,,Lavaboots Studios
Salt and Sanctuary,PC,Action,84,7.9,,Ska Studios
Salt Lake 2002,PC,Sports,44,tbd,E,Attention To Detail
Salvation of Gastagen,PC,Strategy,No score yet,tbd,,LigaGamesStudio
Salvation Prophecy,PC,Simulation,No score yet,7.5,,Firedance Games
Salvo!,PC,Action Adventure,58,tbd,,Spruegames
Sam & Max Episode 101: Culture Shock,PC,Adventure,81,8.7,T,Telltale Games
Sam & Max Episode 102: Situation: Comedy,PC,Adventure,79,7.9,T,Telltale Games
Sam & Max Episode 103: The Mole the Mob and the Meatball,PC,Adventure,74,8.2,
Sam & Max Episode 104: Abe Lincoln Must Die!,PC,Adventure,80,7.8,,Telltale Games
Sam & Max Episode 105: Reality 2.0,PC,Adventure,82,8.4,,Telltale Games
Sam & Max Episode 106: Bright Side of the Moon,PC,Adventure,79,7.3,T,Telltale Games
Sam & Max Episode 201: Ice Station Santa,PC,Adventure,82,8.5,T,Telltale Games
Sam & Max Episode 202: Moai Better Blues,PC,Adventure,80,7.7,T,Telltale Games
Sam & Max Episode 203: Night of the Raving Dead,PC,Adventure,79,8.2,T,Telltale Games
Sam & Max Episode 204: Chariots of the Dogs,PC,Adventure,85,8.1,T,Telltale Games
Sam & Max Episode 205: What's New Beelzebub?,PC,Adventure,85,8.5,T
Sam & Max: Season One,PC,Miscellaneous,No score yet,8.2,T,Telltale Games
Tango Fiesta,PC,Action,No score yet,tbd,,Spilt Milk Studios Ltd
Tanita: A Plasticine Dream,PC,Adventure,No score yet,tbd,,Trickster Games
Tank (1970),PC,Action,No score yet,tbd,,Mr_KoKa
U-Boats,PC,Action,No score yet,tbd,,Astra Game Studio
U.S. Most Wanted,PC,Action,No score yet,tbd,M,FUN Labs
U.S. Navy Fighters '97,PC,Simulation,No score yet,tbd,,Electronic Arts
UBERMOSH,PC,Action,No score yet,tbd,,Walter Machado
UBERMOSH Vol.3,PC,Action,No score yet,tbd,,Walter Machado
UBERMOSH:BLACK,PC,Action,No score yet,tbd,,Walter Machado
UberSoldier,PC,Action,57,6.5,M,Burut Software
UberSoldier II,PC,Action,62,7.2,M,Burut Software
UBERZOMBIE USA,PC,Action,No score yet,tbd,,xsyntax
Ubinota,PC,Miscellaneous,No score yet,tbd,,Rotateam
Uchuu Kaizoku Sara,PC,Adventure,No score yet,tbd,,Lilith
Uebergame,PC,Action,No score yet,tbd,,Duion
UEFA Euro 2004: Portugal,PC,Sports,76,6.5,E,EA Canada
UEFA Euro 2012,PC,Sports,64,2.9,E,EA Canada
UemeU,PC,Simulation,No score yet,tbd,,UemeU
UFHO2,PC,Strategy,No score yet,tbd,,Tiny Colossus
UFO Online - Fight for Earth,PC,Strategy,No score yet,tbd,,gamigo
UFO Online: Invasion,PC,Role-Playing,No score yet,tbd,,Bad Pixel
UFO: Afterlight,PC,Strategy,71,7.6,T,Altar Interactive
UFO: Aftermath,PC,Strategy,67,5.9,T,Altar Interactive
UFO: Aftershock,PC,Strategy,67,7.7,T,Altar Interactive
UFO: Extraterrestrials,PC,Strategy,68,6.9,E10+,Chaos Concept
UfoPilot : Astro-Creeps Elite,PC,Action,No score yet,tbd,,nornware AB
Ukrainian Ninja,PC,Action,No score yet,tbd,,DragonFireGames
Ultim@te Race Pro,PC,Driving,No score yet,tbd,E,Kalisto
Ultima Collection,PC,Role-Playing,No score yet,tbd,M,Electronic Arts
Ultima IX: Ascension,PC,Role-Playing,No score yet,5.1,M,Electronic Arts
Ultima Online,PC,Role-Playing,59,8.8,M,Origin
Ultima Online 7th Anniversary Edition,PC,Role-Playing,No score yet,tbd,M,Electronic Arts
Ultima Online:  Renaissance,PC,Role-Playing,No score yet,tbd,M,Electronic Arts
Ultima Online: Age of Shadows,PC,Role-Playing,74,7.0,T,Electronic Arts
Ultima Online: Eve of a New Age,PC,Role-Playing,No score yet,tbd,,EA Games
Ultima Online: Kingdom Reborn,PC,Role-Playing,No score yet,4.5,T,Electronic Arts
Ultima Online: Lord Blackthorn's Revenge,PC,Role-Playing,65,5.4,T,Electronic Arts
Ultima Online: Mondain's Legacy,PC,Role-Playing,No score yet,tbd,T,Electronic Arts
Ultima Online: Samurai Empire,PC,Role-Playing,62,5.7,T,EA Games
Ultima Online: The Eighth Age,PC,Role-Playing,No score yet,7.0,T,Electronic Arts
Ultima Online: The Second Age,PC,Role-Playing,No score yet,tbd,M,Origin
Ultima Online: Third Dawn,PC,Role-Playing,69,tbd,T,Electronic Arts
Ultima VIII: Pagan,PC,Role-Playing,No score yet,tbd,,Origin
Ultimate 8 Ball,PC,Miscellaneous,No score yet,tbd,E,Mirage Interactive
Ultimate Arena,PC,Strategy,No score yet,tbd,,Triverske
Ultimate Arena Alpha,PC,Action,No score yet,tbd,,AceGamer
Ultimate Baseball Online 2006,PC,Sports,No score yet,tbd,,Netamin
Ultimate Baseball Online 2007,PC,Sports,No score yet,tbd,,Netamin
Ultimate Beach Soccer,PC,Sports,No score yet,tbd,E,Pam Development
Ultimate Booster Experience,PC,Adventure,No score yet,tbd,,GexagonVR
Ultimate Chicken Horse,PC,Action,No score yet,8.8,,Clever Endeavour Games
Ultimate Civil War Battles: Robert E. Lee vs. Ulysses S. Grant,PC,Strategy,No score yet,tbd,T,Stellar Stone
Ultimate Demolition Derby,PC,Driving,27,8.3,E,3 Romans
Ultimate Fight Manager 2016,PC,Action,No score yet,tbd,,Night Node Software
Ultimate Flight Collection,PC,Miscellaneous,No score yet,tbd,T,
Ultimate General: Gettysburg,PC,Strategy,84,8.0,,Game-Labs
Ultimate Hunt Challenge,PC,Sports,No score yet,tbd,T,EA Seattle
Ultimate Mahjongg,PC,Miscellaneous,No score yet,tbd,E,ValuSoft
Ultimate Naruto,PC,Role-Playing,No score yet,tbd,,IceGames Co. Ltd
Ultimate Puzzle Games,PC,Puzzle,No score yet,tbd,E,Telegames
Ultimate Quake,PC,Action,No score yet,tbd,M,Activision
Ultimate Ride,PC,Action,68,8.2,E,Gigawatt Studios
Ultimate Ride Coaster Deluxe,PC,Strategy,77,5.9,E,Gigawatt Studios
Ultimate Ride: Disney Coaster,PC,Strategy,72,7.0,E,Disney Interactive
Ultimate Rock Crawler,PC,Driving,No score yet,tbd,,khos85
Ultimate Solid,PC,Action,No score yet,tbd,,What The Fantastic Games Group
Ultimate Space Commando,PC,Strategy,No score yet,tbd,,Creatio 49
Ultimate Space Commando (USC),PC,Strategy,No score yet,tbd,,AlizaWenders
Ultimate Spider-Man,PC,Action,75,8.4,T,Beenox
Ultimate Tic-Tac-Toe,PC,Miscellaneous,No score yet,tbd,,Tigerish Games
Ultimate Wargame Collection Volume 3: Modern Warfare,PC,Miscellaneous,No score yet,tbd,T,SSI
Ultimate Word Search 2: Letter Boxed,PC,Puzzle,No score yet,tbd,,EnsenaSoft
Ultimate Yahtzee,PC,Action,No score yet,tbd,E,PCA Inc.
Ultionus: A Tale of Petty Revenge,PC,Action,No score yet,7.3,,Last Dimension
Ultra Street Fighter IV,PC,Action,82,6.9,T,Capcom
